Mod,totalEN,totalStd,Glytoucan,Order,Mod2,IUPAC,CommonName2,x_label
Tr268,0,0,G44455RJ-[NA],0,Tr268-[NA],Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp-[NA],Tr268-[NA],Tr268-[NA]
Tr269,1.059072185159477,0.09807664460546482,G54118CT-[NA],0,Tr269-[NA],Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp-[NA],6'SLDN-[NA],Tr269-[NA]
Tr32,1.4688309470994034,0.28599459513262776,G91237TK-[NA],0,Tr32-[NA],Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp-[NA],GM3-[NA],Tr32-[NA]
Tr322,0.7520288284789175,0.11208422961890094,G63851XY-[NA],0,Tr322-[NA],"Neu5,9Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA]",9OAc3'SLN-[NA],Tr322-[NA]
Tr33,0.8872683789623543,0.2357125233847416,G04307DP-[NA],0,Tr33-[NA],Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'SLN-[NA],Tr33-[NA]
Tr38,2.285772229011252,3.7021947713003733,G56682BC-[NA],0,Tr38-[NA],Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-Thr-[NA],6'STF-[NA],Tr38-[NA]
Tr40,0.47124953228778005,0.2701291845161862,G08169IN-[NA],0,Tr40-[NA],Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'SLN (Gc)-[NA],Tr40-[NA]
Tr41,1.0265116047761824,0.1338104376719408,G01245TU-[NA],0,Tr41-[NA],Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp-[NA],3'SLec (Gc)-[NA],Tr41-[NA]
Tr47,0.9866351231937972,0.19165130323598675,G61010HE-[NA],0,Tr47-[NA],KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'KDNLN-[NA],Tr47-[NA]
Tr54,1.1225137979637336,1.2055123215506716,G64979HM-[NA],0,Tr54-[NA],GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp-[NA],LNT-2-[NA],Tr54-[NA]
Tr55,1.9036722381281077,0.6834735719986486,G29487JS-[NA],0,Tr55-[NA],GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],GNLN-[NA],Tr55-[NA]
Tr57,2.084731415026144,0.910664563461509,G39023AU-[NA],0,Tr57-[NA],Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp-[NA],LeA-[NA],Tr57-[NA]
Tr59,0.5509168405191655,0.27865163774982976,G78074HX-[NA],0,Tr59-[NA],Gal(a1-3)Gal(b1-4)Glc(b1-Sp-[NA],Galili-tri-[NA],Tr59-[NA]
Tr62,1.6170813653389275,1.137360054295748,G00076PK-[NA],0,Tr62-[NA],Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp-[NA],P1 tri-[NA],Tr62-[NA]
Tri-AN3,0.5088897637360211,0.20997900115348103,G34704BH-[NA],0,Tri-AN3-[NA],GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp-[NA],Tri-AN3-[NA],Tri-AN3-[NA]
Tri-BN3,0.5379390203261782,0.16604135978348078,G47548GA-[NA],0,Tri-BN3-[NA],Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp-[NA],Tri-BN3-[NA],Tri-BN3-[NA]
Ty-176,0.9226316193302403,0.15148017967100336,G65889KE-[NA],0,Ty-176-[NA],Gal(b1-P4-[NA],Gal-[NA],Ty-176-[NA]
Te272,0,0,G24499XE-[NA],0,Te272-[NA],GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-Sp-[NA],Te272-[NA],Te272-[NA]
Te289,0,0,G29548YX-[NA],0,Te289-[NA],GalNAc(b1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp-[NA],P1 tetra-[NA],Te289-[NA]
Man_low,0,0,NA-[NA],0,Man_low-[NA],NANA-[NA],NA-[NA],Man_low-[NA]
