Mod,totalEN,totalStd,Glytoucan,Order,Mod2,IUPAC,CommonName2,x_label
Te72,1.610638677941979,0.29945532849918993,G14139DE-[NA],0,Te72-[NA],Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp-[NA],LNnT-[NA],Te72-[NA]
Te79,1.5189140711611322,1.2803422714451418,G07249ZL-[NA],0,Te79-[NA],Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp-[NA],GD3-[NA],Te79-[NA]
Te99,0,0,G73480MV-[NA],0,Te99-[NA],GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'GN-Di-LN-[NA],Te99-[NA]
Tr116,0.5395480373691194,0.3597406846041638,G43418EX-[NA],0,Tr116-[NA],Fuc(a1-2)Gal(b1-3)GlcNAc(b1-Sp-[NA],H-type1-[NA],Tr116-[NA]
Tr268,0,0,G44455RJ-[NA],0,Tr268-[NA],Neu5Ac(a2-3)GalNAc(b1-4)GlcNAc(b1-Sp-[NA],Tr268-[NA],Tr268-[NA]
Tr269,0.8852962325601521,0.1173067656333066,G54118CT-[NA],0,Tr269-[NA],Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-Sp-[NA],6'SLDN-[NA],Tr269-[NA]
Tr32,1.3116158450310638,0.2951117152769384,G91237TK-[NA],0,Tr32-[NA],Neu5Ac(a2-3)Gal(b1-4)Glc(b1-Sp-[NA],GM3-[NA],Tr32-[NA]
Tr322,0.8564830798531954,0.16322357711383753,G63851XY-[NA],0,Tr322-[NA],"Neu5,9Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA]",9OAc3'SLN-[NA],Tr322-[NA]
Tr33,0.9917534650121668,0.24425469884518483,G04307DP-[NA],0,Tr33-[NA],Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'SLN-[NA],Tr33-[NA]
Tr38,0.8796614140722718,1.0448773378412426,G56682BC-[NA],0,Tr38-[NA],Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(a1-Thr-[NA],6'STF-[NA],Tr38-[NA]
Tr40,0.30012154615489967,0.11869137970646394,G08169IN-[NA],0,Tr40-[NA],Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'SLN (Gc)-[NA],Tr40-[NA]
Tr41,1.0330142727262395,0.2863685691074157,G01245TU-[NA],0,Tr41-[NA],Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-Sp-[NA],3'SLec (Gc)-[NA],Tr41-[NA]
Tr47,1.105699377614924,0.47654143510589886,G61010HE-[NA],0,Tr47-[NA],KDN(a2-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],3'KDNLN-[NA],Tr47-[NA]
Tr54,0.7725898664719868,0.3963868844426065,G64979HM-[NA],0,Tr54-[NA],GlcNAc(b1-3)Gal(b1-4)Glc(b1-Sp-[NA],LNT-2-[NA],Tr54-[NA]
Tr55,1.3772597605836483,0.8982314735480446,G29487JS-[NA],0,Tr55-[NA],GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-Sp-[NA],GNLN-[NA],Tr55-[NA]
Tr57,1.0647287678829473,1.032832886456744,G39023AU-[NA],0,Tr57-[NA],Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-Sp-[NA],LeA-[NA],Tr57-[NA]
Tr59,0.5212811917739669,0.16481009621013018,G78074HX-[NA],0,Tr59-[NA],Gal(a1-3)Gal(b1-4)Glc(b1-Sp-[NA],Galili-tri-[NA],Tr59-[NA]
Tr62,1.8275484934408466,1.2867996234585268,G00076PK-[NA],0,Tr62-[NA],Gal(a1-4)Gal(b1-4)GlcNAc(b1-Sp-[NA],P1 tri-[NA],Tr62-[NA]
Tri-AN3,0.9856226347808058,0.4312024646059081,G34704BH-[NA],0,Tri-AN3-[NA],GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-Sp-[NA],Tri-AN3-[NA],Tri-AN3-[NA]
Tri-BN3,1.0650321506241545,0.4422305881473949,G47548GA-[NA],0,Tri-BN3-[NA],Gal(a1-3)[Fuc(a1-2)]Gal(b1-Sp-[NA],Tri-BN3-[NA],Tri-BN3-[NA]
Ty-176,1.3624592481765267,0.47743098495329706,G65889KE-[NA],0,Ty-176-[NA],Gal(b1-P4-[NA],Gal-[NA],Ty-176-[NA]
